subject_id,task,family,score
204,chair,segmentation,0.8
204,chair,sensor_artifact,1.0
204,chair,labeling,0.6
206,chair,segmentation,0.8
206,chair,sensor_artifact,0.8
206,chair,accel,0.6
206,chair,jerk,0.6
206,chair,speed,0.6
206,chair,sensor_artifact,1.0
206,chair,labeling,0.6
105,chair,accel,0.6
105,chair,jerk,0.6
105,chair,segmentation,0.6
105,chair,sensor_artifact,0.8
105,chair,labeling,0.6
206,chair,accel,0.6
206,chair,jerk,0.6
206,chair,speed,0.6
206,chair,stats,0.6
206,chair,segmentation,0.8
206,chair,sensor_artifact,0.8
206,chair,accel,1.0
206,chair,jerk,0.8
206,chair,speed,0.6
206,chair,spread,0.8
206,chair,stats,1.0
206,chair,path_length,0.6
206,chair,sensor_artifact,1.0
206,chair,labeling,0.6
206,chair,accel,0.8
206,chair,jerk,0.8
206,chair,speed,0.8
206,chair,path_length,0.6
206,chair,sensor_artifact,1.0
206,chair,labeling,0.6
204,chair,accel,0.8
204,chair,jerk,0.8
204,chair,speed,0.6
204,chair,segmentation,0.8
204,chair,sensor_artifact,0.8
105,chair,accel,0.6
105,chair,speed,0.6
105,chair,segmentation,0.8
105,chair,sensor_artifact,0.8
105,chair,labeling,0.6
204,chair,accel,0.6
204,chair,jerk,0.6
204,chair,sensor_artifact,1.0
204,chair,labeling,0.6
206,chair,speed,0.6
206,chair,segmentation,1.0
206,chair,sensor_artifact,0.8
206,chair,labeling,0.6
105,chair,speed,0.6
105,chair,segmentation,0.8
105,chair,sensor_artifact,0.8
101,chair,accel,0.6
101,chair,jerk,0.8
101,chair,smoothness,0.6
101,chair,spread,0.6
101,chair,stats,0.6
101,chair,segmentation,0.8
101,chair,sensor_artifact,0.8
206,chair,jerk,0.6
206,chair,spread,0.8
206,chair,stats,0.6
206,chair,segmentation,0.8
206,chair,sensor_artifact,0.8
206,chair,labeling,0.6
204,chair,accel,0.6
204,chair,jerk,0.6
204,chair,speed,0.6
204,chair,spread,0.6
204,chair,sensor_artifact,0.6
204,chair,labeling,0.6
201,wheelchair,accel,0.6
201,wheelchair,jerk,0.6
201,wheelchair,speed,0.6
201,wheelchair,path_length,0.6
201,wheelchair,segmentation,0.8
201,wheelchair,sensor_artifact,0.8
201,wheelchair,sensor_artifact,1.0
201,wheelchair,labeling,0.6
201,wheelchair,accel,0.8
201,wheelchair,speed,0.6
201,wheelchair,spread,0.8
201,wheelchair,stats,0.8
201,wheelchair,path_length,0.6
201,wheelchair,segmentation,0.8
201,wheelchair,sensor_artifact,0.8
201,wheelchair,accel,0.6
201,wheelchair,speed,0.6
201,wheelchair,segmentation,0.6
201,wheelchair,sensor_artifact,1.0
201,wheelchair,labeling,0.6
217,wheelchair,accel,0.6
217,wheelchair,jerk,0.6
217,wheelchair,speed,0.6
217,wheelchair,path_length,0.6
217,wheelchair,segmentation,0.8
217,wheelchair,sensor_artifact,0.8
217,wheelchair,labeling,0.6
209,wheelchair,jerk,0.6
209,wheelchair,speed,0.8
209,wheelchair,spread,0.8
209,wheelchair,stats,0.6
209,wheelchair,sensor_artifact,1.0
209,wheelchair,labeling,0.6
201,wheelchair,accel,0.6
201,wheelchair,speed,0.6
201,wheelchair,path_length,0.6
201,wheelchair,segmentation,0.8
201,wheelchair,sensor_artifact,0.8
201,wheelchair,accel,1.0
201,wheelchair,speed,1.0
201,wheelchair,sensor_artifact,1.0
201,wheelchair,labeling,0.6
209,wheelchair,accel,0.6
209,wheelchair,speed,1.0
209,wheelchair,spread,1.0
209,wheelchair,stats,0.8
209,wheelchair,path_length,0.6
209,wheelchair,segmentation,0.6
209,wheelchair,sensor_artifact,1.0
209,wheelchair,labeling,0.6
209,wheelchair,jerk,0.8
209,wheelchair,speed,0.8
209,wheelchair,spread,0.6
209,wheelchair,segmentation,0.8
209,wheelchair,sensor_artifact,0.8
209,wheelchair,labeling,0.6
212,wheelchair,segmentation,0.8
212,wheelchair,sensor_artifact,0.8
201,wheelchair,accel,0.8
201,wheelchair,stats,0.8
201,wheelchair,path_length,0.6
201,wheelchair,sensor_artifact,1.0
201,wheelchair,labeling,0.6
217,wheelchair,accel,0.6
217,wheelchair,speed,0.6
217,wheelchair,path_length,0.6
217,wheelchair,segmentation,0.8
217,wheelchair,sensor_artifact,1.0
203,wheelchair,accel,0.6
203,wheelchair,jerk,0.6
203,wheelchair,speed,0.6
203,wheelchair,sensor_artifact,1.0
209,wheelchair,segmentation,0.8
209,wheelchair,sensor_artifact,0.8
217,wheelchair,accel,0.6
217,wheelchair,jerk,0.6
217,wheelchair,speed,0.6
217,wheelchair,segmentation,0.8
217,wheelchair,sensor_artifact,0.8
209,wheelchair,accel,0.6
209,wheelchair,jerk,0.6
209,wheelchair,speed,0.6
209,wheelchair,segmentation,1.0
209,wheelchair,sensor_artifact,0.8
201,wheelchair,accel,0.8
201,wheelchair,speed,1.0
201,wheelchair,spread,0.6
201,wheelchair,stats,0.6
201,wheelchair,path_length,0.6
201,wheelchair,segmentation,1.0
201,wheelchair,sensor_artifact,0.8
201,wheelchair,accel,0.8
201,wheelchair,speed,0.8
201,wheelchair,stats,0.6
201,wheelchair,segmentation,0.8
201,wheelchair,sensor_artifact,0.8
201,wheelchair,labeling,0.6
217,wheelchair,accel,0.8
217,wheelchair,speed,0.8
217,wheelchair,segmentation,0.8
217,wheelchair,sensor_artifact,1.0
217,wheelchair,labeling,0.6
307,sit,accel,0.8
307,sit,jerk,0.8
307,sit,speed,0.6
307,sit,segmentation,0.8
307,sit,sensor_artifact,0.8
307,sit,accel,0.6
307,sit,jerk,0.6
307,sit,speed,0.6
307,sit,segmentation,0.8
307,sit,sensor_artifact,0.8
306,sit,accel,0.6
306,sit,speed,0.6
306,sit,segmentation,0.8
306,sit,sensor_artifact,0.8
307,sit,accel,0.8
307,sit,jerk,0.8
307,sit,speed,0.8
307,sit,segmentation,0.8
307,sit,sensor_artifact,0.8
306,sit,jerk,0.6
306,sit,speed,0.6
306,sit,segmentation,0.6
306,sit,sensor_artifact,1.0
306,sit,labeling,0.6
307,sit,segmentation,0.8
307,sit,sensor_artifact,0.8
306,sit,accel,0.6
306,sit,jerk,0.6
306,sit,speed,0.8
306,sit,segmentation,0.8
306,sit,sensor_artifact,0.8
307,sit,accel,0.6
307,sit,jerk,0.6
307,sit,speed,0.6
307,sit,sensor_artifact,1.0
307,sit,accel,0.8
307,sit,jerk,0.6
307,sit,speed,1.0
307,sit,stats,0.6
307,sit,segmentation,0.8
307,sit,sensor_artifact,1.0
307,sit,accel,0.6
307,sit,jerk,0.6
307,sit,speed,0.6
307,sit,path_length,0.6
307,sit,sensor_artifact,1.0
307,sit,labeling,0.6
307,sit,accel,0.8
307,sit,jerk,0.6
307,sit,speed,0.8
307,sit,spread,0.6
307,sit,stats,0.6
307,sit,segmentation,0.8
307,sit,sensor_artifact,0.8
307,sit,accel,0.8
307,sit,jerk,0.8
307,sit,speed,0.8
307,sit,spread,0.6
307,sit,labeling,0.6
306,sit,accel,0.6
306,sit,speed,0.6
306,sit,segmentation,1.0
306,sit,sensor_artifact,0.8
306,sit,jerk,0.6
306,sit,speed,0.6
306,sit,segmentation,0.8
306,sit,sensor_artifact,0.8
306,sit,labeling,0.6
306,sit,accel,0.6
306,sit,jerk,0.6
306,sit,speed,0.6
306,sit,segmentation,0.8
306,sit,sensor_artifact,0.8
307,sit,segmentation,0.8
307,sit,sensor_artifact,0.8
307,sit,segmentation,0.8
307,sit,sensor_artifact,0.8
307,sit,labeling,0.6
307,sit,accel,0.6
307,sit,jerk,0.6
307,sit,speed,0.6
307,sit,sensor_artifact,1.0
307,sit,labeling,0.6
306,sit,accel,0.6
306,sit,jerk,0.6
306,sit,speed,0.6
306,sit,sensor_artifact,1.0
306,sit,labeling,0.6
306,sit,accel,0.6
306,sit,speed,0.6
306,sit,segmentation,0.8
306,sit,sensor_artifact,1.0
306,sit,labeling,0.6
214,stand-frame,accel,0.6
214,stand-frame,jerk,0.6
214,stand-frame,speed,0.6
214,stand-frame,segmentation,0.8
214,stand-frame,sensor_artifact,0.8
214,stand-frame,labeling,0.6
214,stand-frame,accel,0.8
214,stand-frame,jerk,0.8
214,stand-frame,spread,0.6
214,stand-frame,stats,0.6
214,stand-frame,sensor_artifact,1.0
214,stand-frame,labeling,0.6
214,stand-frame,accel,0.6
214,stand-frame,jerk,0.6
214,stand-frame,sensor_artifact,1.0
214,stand-frame,labeling,0.6
214,stand-frame,accel,0.8
214,stand-frame,speed,0.8
214,stand-frame,spread,0.6
214,stand-frame,path_length,0.6
214,stand-frame,segmentation,1.0
214,stand-frame,sensor_artifact,1.0
214,stand-frame,labeling,0.6
214,stand-frame,speed,0.6
214,stand-frame,segmentation,0.8
214,stand-frame,sensor_artifact,0.8
214,stand-frame,accel,0.8
214,stand-frame,jerk,0.8
214,stand-frame,sensor_artifact,1.0
214,stand-frame,labeling,0.6
214,stand-frame,jerk,0.6
214,stand-frame,speed,0.6
214,stand-frame,segmentation,0.8
214,stand-frame,sensor_artifact,0.8
214,stand-frame,sensor_artifact,1.0
214,stand-frame,labeling,0.6
214,stand-frame,accel,0.8
214,stand-frame,jerk,0.8
214,stand-frame,speed,0.8
214,stand-frame,spread,0.6
214,stand-frame,stats,0.6
214,stand-frame,segmentation,0.8
214,stand-frame,sensor_artifact,0.8
214,stand-frame,speed,0.6
214,stand-frame,spread,0.6
214,stand-frame,sensor_artifact,1.0
214,stand-frame,labeling,0.6
214,stand-frame,accel,0.6
214,stand-frame,jerk,0.6
214,stand-frame,speed,0.6
214,stand-frame,sensor_artifact,1.0
214,stand-frame,labeling,0.6
214,stand-frame,spread,0.6
214,stand-frame,sensor_artifact,0.8
214,stand-frame,labeling,0.6
214,stand-frame,sensor_artifact,1.0
214,stand-frame,labeling,0.6
214,stand-frame,speed,0.6
214,stand-frame,spread,0.8
214,stand-frame,path_length,0.6
214,stand-frame,sensor_artifact,1.0
214,stand-frame,labeling,0.6
214,stand-frame,accel,0.6
214,stand-frame,jerk,0.6
214,stand-frame,speed,0.6
214,stand-frame,path_length,0.6
214,stand-frame,sensor_artifact,0.8
214,stand-frame,labeling,0.6
214,stand-frame,accel,0.8
214,stand-frame,speed,0.8
214,stand-frame,sensor_artifact,1.0
214,stand-frame,labeling,0.6
214,stand-frame,sensor_artifact,1.0
214,stand-frame,labeling,0.6
214,stand-frame,accel,0.6
214,stand-frame,jerk,0.6
214,stand-frame,speed,0.6
214,stand-frame,sensor_artifact,1.0
214,stand-frame,labeling,0.6
214,stand-frame,accel,0.6
214,stand-frame,jerk,0.8
214,stand-frame,speed,0.8
214,stand-frame,stats,0.6
214,stand-frame,sensor_artifact,0.8
214,stand-frame,labeling,0.6
214,stand-frame,segmentation,0.8
214,stand-frame,sensor_artifact,0.8
214,stand-frame,labeling,0.6
