rank,path,subject_id,date_id,gesture,repetition,correctness,posture,label,task,mahalanobis_sq,score01,speed,accel,jerk,smoothness
23,data/RawData/206_18_3_3_2_chair.txt,206,18,3,3,2,chair,chair,chair,11.03531008594889,0.9739336492890995,0.0,0.0011455988459457003,0.9988589479752285,1.9603531049949489e-07
24,data/RawData/304_18_6_6_1_chair.txt,304,18,6,6,1,chair,chair,chair,11.023405091808407,0.9727488151658767,0.0,0.005871099930724527,0.994130080105809,0.0
25,data/RawData/103_18_6_7_1_chair.txt,103,18,6,7,1,chair,chair,chair,10.420796726488103,0.9715639810426541,3.481423585199071e-08,0.0,1.007157495366078,0.0
26,data/RawData/305_18_6_5_1_chair.txt,305,18,6,5,1,chair,chair,chair,10.258615651990654,0.9703791469194313,1.610266189536415e-05,0.009734050457954405,0.9902501149393247,0.0
27,data/RawData/305_18_6_2_1_chair.txt,305,18,6,2,1,chair,chair,chair,10.07804704108011,0.9691943127962085,0.0,0.009970508164506123,0.9900450537511568,0.0
28,data/RawData/204_18_6_2_1_chair.txt,204,18,6,2,1,chair,chair,chair,9.648006181115667,0.9680094786729858,0.0,0.0,1.012235438078849,0.0
29,data/RawData/106_18_6_10_1_chair.txt,106,18,6,10,1,chair,chair,chair,9.565074213747229,0.966824644549763,3.200239660874094e-05,0.0013100909041632142,0.9986581452718368,0.0
30,data/RawData/106_18_6_7_1_chair.txt,106,18,6,7,1,chair,chair,chair,9.543275336301138,0.9656398104265402,3.3522949886806136e-05,0.0,1.0047382733339183,0.0
31,data/RawData/301_18_6_2_1_chair.txt,301,18,6,2,1,chair,chair,chair,9.364987811021765,0.9644549763033176,1.873709398491662e-05,0.0,1.0097092324277892,0.0
32,data/RawData/301_18_6_5_1_chair.txt,301,18,6,5,1,chair,chair,chair,9.317667229151363,0.9632701421800948,0.0,0.0010658408148882556,0.9989425819814218,0.0
33,data/RawData/304_18_6_1_1_chair.txt,304,18,6,1,1,chair,chair,chair,8.777923230583927,0.9620853080568721,5.957734552851902e-06,0.0,1.0112329682918602,0.0
34,data/RawData/204_18_6_6_1_chair.txt,204,18,6,6,1,chair,chair,chair,8.683809047040386,0.9609004739336493,3.794582704238468e-05,0.006193187934257346,0.9937689039483235,0.0
35,data/RawData/101_18_6_7_1_chair.txt,101,18,6,7,1,chair,chair,chair,8.542506532179614,0.9597156398104265,8.342837616174254e-07,0.001469397472565228,0.9985297977173275,0.0
36,data/RawData/302_18_6_1_1_chair.txt,302,18,6,1,1,chair,chair,chair,8.300062428436975,0.9585308056872038,0.0,0.023489483050022932,0.9765160049194219,0.0
37,data/RawData/204_18_2_29_2_chair.txt,204,18,2,29,2,chair,chair,chair,8.279568465746959,0.957345971563981,0.0,0.0077346731378633155,0.9922730858412067,8.048500365259143e-08
38,data/RawData/303_18_6_4_1_chair.txt,303,18,6,4,1,chair,chair,chair,8.267386320371566,0.9561611374407583,1.6065257116376912e-05,0.004946624530265462,0.995037250877392,5.9335105207570326e-08
39,data/RawData/204_18_6_3_1_chair.txt,204,18,6,3,1,chair,chair,chair,8.206830706178717,0.9549763033175356,0.0,0.004307150239351439,0.9957129865515763,0.0
40,data/RawData/305_18_6_3_1_chair.txt,305,18,6,3,1,chair,chair,chair,8.136485411878363,0.9537914691943128,0.0,0.0,1.0038840311689468,0.0
41,data/RawData/105_18_6_15_1_chair.txt,105,18,6,15,1,chair,chair,chair,7.966808309362137,0.95260663507109,3.4745865708774143e-06,0.0,1.0079515580129166,0.0
42,data/RawData/301_18_6_6_1_chair.txt,301,18,6,6,1,chair,chair,chair,7.945627312293088,0.9514218009478673,0.0,0.0,1.0012408767162193,0.0
43,data/RawData/101_18_6_10_1_chair.txt,101,18,6,10,1,chair,chair,chair,7.845837755910146,0.9502369668246445,2.90198378929705e-05,0.0,1.0054205193814367,1.1969545023380908e-07
44,data/RawData/105_18_6_13_1_chair.txt,105,18,6,13,1,chair,chair,chair,7.828173591670548,0.9490521327014217,2.1937853566351596e-05,0.0,1.013041559216434,7.78097153949009e-10
45,data/RawData/302_18_6_6_1_chair.txt,302,18,6,6,1,chair,chair,chair,7.487901894971354,0.9478672985781991,0.0,0.0,1.0088686696244107,0.0
46,data/RawData/204_18_3_22_2_chair.txt,204,18,3,22,2,chair,chair,chair,6.943169219717768,0.9466824644549763,0.0,0.0031594060874287427,0.9968469526485172,4.1208030313761263e-07
47,data/RawData/204_18_2_32_2_chair.txt,204,18,2,32,2,chair,chair,chair,6.904571547997782,0.9454976303317536,5.406868363167559e-05,0.10902300688704647,0.8909228241088334,1.0032034358525867e-07
48,data/RawData/107_18_0_8_1_chair.txt,107,18,0,8,1,chair,chair,chair,6.822508662662692,0.9443127962085308,0.0,0.0017549355539725046,0.998250481697261,4.4223293859133453e-07
49,data/RawData/206_18_6_4_1_chair.txt,206,18,6,4,1,chair,chair,chair,6.634605643244609,0.943127962085308,0.0,0.011222392540966322,0.9888012225634288,0.0
50,data/RawData/204_18_2_22_2_chair.txt,204,18,2,22,2,chair,chair,chair,5.837573762303649,0.9419431279620853,0.0,0.0,1.0175655155425989,1.3730712204402352e-07
51,data/RawData/107_18_0_7_1_chair.txt,107,18,0,7,1,chair,chair,chair,5.72580368341861,0.9407582938388626,0.0,0.00010563214715573467,0.9999019058626113,4.987457589449906e-07
52,data/RawData/204_18_3_15_2_chair.txt,204,18,3,15,2,chair,chair,chair,5.70969547801279,0.9395734597156398,0.0,0.0018493062199237628,0.9981536011046936,5.370997256542477e-07
53,data/RawData/101_18_6_12_1_chair.txt,101,18,6,12,1,chair,chair,chair,5.703068828815653,0.9383886255924171,0.0,0.006672993249890737,0.9933339921066295,0.0
54,data/RawData/303_18_6_1_1_chair.txt,303,18,6,1,1,chair,chair,chair,5.290571759549816,0.9372037914691943,2.9116503541680365e-05,0.0,1.0337310751580437,9.384880739922759e-08
55,data/RawData/105_18_6_14_1_chair.txt,105,18,6,14,1,chair,chair,chair,5.282785327163448,0.9360189573459715,0.0,0.0,1.009021355338329,2.437281266241701e-07
56,data/RawData/301_18_6_3_1_chair.txt,301,18,6,3,1,chair,chair,chair,5.252490842951265,0.9348341232227488,4.095040693328834e-06,0.011490405733968903,0.9885054016143533,9.761079417843362e-08
57,data/RawData/304_18_6_4_1_chair.txt,304,18,6,4,1,chair,chair,chair,5.132423466614402,0.933649289099526,0.0,0.0,1.0238985580338666,1.1719871472814334e-08
58,data/RawData/204_18_2_25_2_chair.txt,204,18,2,25,2,chair,chair,chair,5.048963131329686,0.9324644549763034,0.0,0.0024838930869543535,0.9975230672720109,6.572486566347042e-07
59,data/RawData/204_18_2_26_2_chair.txt,204,18,2,26,2,chair,chair,chair,4.979350742679953,0.9312796208530806,0.0,0.002738980924178774,0.9972660235562095,6.533371989880458e-07
60,data/RawData/204_18_2_24_2_chair.txt,204,18,2,24,2,chair,chair,chair,4.896409562162937,0.9300947867298578,0.0,0.0008636837611915282,0.9991415647461102,5.623224290008288e-07
61,data/RawData/204_18_3_35_2_chair.txt,204,18,3,35,2,chair,chair,chair,4.885666406019719,0.9289099526066351,0.0,0.0022888379157753433,0.9977183099587404,6.584320311557639e-07
62,data/RawData/107_18_6_11_1_chair.txt,107,18,6,11,1,chair,chair,chair,4.752276652617374,0.9277251184834123,0.00015425338734901777,0.0,1.0086121441053464,4.193631779244618e-07
63,data/RawData/204_18_3_30_2_chair.txt,204,18,3,30,2,chair,chair,chair,4.571528346903804,0.9265402843601895,0.0,0.004927461038306468,0.9950817490911436,8.104555403055325e-07
64,data/RawData/204_18_2_44_2_chair.txt,204,18,2,44,2,chair,chair,chair,4.553037281994376,0.9253554502369669,0.0,0.00030837186008661493,0.9997015310087795,7.300074048036741e-07
65,data/RawData/206_18_2_14_2_chair.txt,206,18,2,14,2,chair,chair,chair,4.501249445750459,0.9241706161137441,0.0,0.0024418380208147835,0.9975603731175351,5.116248257945628e-07
66,data/RawData/204_18_2_35_2_chair.txt,204,18,2,35,2,chair,chair,chair,4.4542814743274874,0.9229857819905213,0.0,0.0,1.0328672049449337,1.1941747630416767e-07
67,data/RawData/304_18_4_2_1_chair.txt,304,18,4,2,1,chair,chair,chair,4.327656571035351,0.9218009478672986,0.0,0.006734124922022986,0.993272507074555,6.757460346259516e-07
68,data/RawData/103_18_6_12_1_chair.txt,103,18,6,12,1,chair,chair,chair,4.29678628220108,0.9206161137440758,0.0,0.0,1.0103496094676228,3.070032226970794e-07
69,data/RawData/204_18_2_23_2_chair.txt,204,18,2,23,2,chair,chair,chair,4.2726588429588785,0.919431279620853,0.0,0.0021275007345459658,0.9978814761077801,7.12114013397066e-07
70,data/RawData/204_18_2_36_2_chair.txt,204,18,2,36,2,chair,chair,chair,4.2647143718217295,0.9182464454976303,1.257218415161761e-05,0.0004036262849461473,0.9995833724856981,4.2904496964799054e-07
71,data/RawData/105_18_0_11_1_chair.txt,105,18,0,11,1,chair,chair,chair,4.07130615631581,0.9170616113744076,0.0,0.006388798637759593,0.9936167029607668,6.484150056744117e-07
72,data/RawData/304_18_4_5_1_chair.txt,304,18,4,5,1,chair,chair,chair,3.953960043873947,0.9158767772511849,0.0,0.0025919383261546747,0.9974203859237329,7.846611591983673e-07
73,data/RawData/103_18_4_8_1_chair.txt,103,18,4,8,1,chair,chair,chair,3.952722708229073,0.9146919431279621,0.0,0.003988135040490459,0.9960180557735924,9.042589319617396e-07
74,data/RawData/303_18_6_6_1_chair.txt,303,18,6,6,1,chair,chair,chair,3.89975841005353,0.9135071090047393,0.0,0.0038651982008458966,0.9961348286864784,7.638156317711486e-07
75,data/RawData/301_18_6_1_1_chair.txt,301,18,6,1,1,chair,chair,chair,3.8391426425242994,0.9123222748815166,0.0,0.0,1.0140036342770256,4.311681144298558e-07
76,data/RawData/204_18_2_45_2_chair.txt,204,18,2,45,2,chair,chair,chair,3.835089039345349,0.9111374407582938,0.0,0.0,1.0185944985840676,3.081547176045218e-07
77,data/RawData/206_18_6_2_2_chair.txt,206,18,6,2,2,chair,chair,chair,3.7791097953606783,0.909952606635071,0.0,0.006835771058618313,0.99317997592188,9.022852118663912e-07
78,data/RawData/304_18_1_5_1_chair.txt,304,18,1,5,1,chair,chair,chair,3.684382212044715,0.9087677725118484,0.0,0.007443076095605253,0.9925698754030636,9.067226643883016e-07
79,data/RawData/304_18_4_6_1_chair.txt,304,18,4,6,1,chair,chair,chair,3.674349819228704,0.9075829383886256,0.0,0.0,1.001189387867049,7.809880201966675e-07
80,data/RawData/102_18_6_9_1_chair.txt,102,18,6,9,1,chair,chair,chair,3.5590834642839844,0.9063981042654028,0.0,0.011092627079347004,0.9889166872871543,3.8687528000177587e-07
81,data/RawData/206_18_3_17_2_chair.txt,206,18,3,17,2,chair,chair,chair,3.473795250065193,0.9052132701421801,0.0,0.0,1.0274932400949608,4.6220730239528483e-07
82,data/RawData/204_18_3_36_2_chair.txt,204,18,3,36,2,chair,chair,chair,3.4468796459737807,0.9040284360189573,0.0,0.007751341536099534,0.9922565929831498,1.0905852125650084e-06
83,data/RawData/304_18_7_3_1_chair.txt,304,18,7,3,1,chair,chair,chair,3.417077810269014,0.9028436018957346,3.0286799505072072e-05,0.0,1.0144548874088157,9.340569338888573e-07
84,data/RawData/204_18_3_10_2_chair.txt,204,18,3,10,2,chair,chair,chair,3.4100153828536954,0.9016587677725119,0.0,0.005670362038974035,0.9943394916826833,1.1735013746122292e-06
85,data/RawData/103_18_4_7_1_chair.txt,103,18,4,7,1,chair,chair,chair,3.401237434952362,0.9004739336492891,0.0,0.007006077961998794,0.9930115132244759,8.314567333172356e-07
86,data/RawData/204_18_3_45_1_chair.txt,204,18,3,45,1,chair,chair,chair,3.3766772694330838,0.8992890995260664,0.0,0.006969486835154669,0.9930332785848258,7.743422645972822e-07
87,data/RawData/304_18_4_4_1_chair.txt,304,18,4,4,1,chair,chair,chair,3.2989374341175166,0.8981042654028436,0.0,0.0071459029703610675,0.9928724471937981,9.714296892506268e-07
88,data/RawData/204_18_3_25_2_chair.txt,204,18,3,25,2,chair,chair,chair,3.2621796573102557,0.8969194312796208,0.0,0.0,1.0302564983959828,9.230814327170707e-07
89,data/RawData/206_18_6_1_1_chair.txt,206,18,6,1,1,chair,chair,chair,3.248169370867627,0.8957345971563981,0.0,0.0,1.0218513574033021,1.0574181410732005e-06
90,data/RawData/206_18_6_12_2_chair.txt,206,18,6,12,2,chair,chair,chair,3.24383520325418,0.8945497630331753,0.0,0.0,1.0196318767579595,5.29204080609291e-07
91,data/RawData/204_18_3_9_2_chair.txt,204,18,3,9,2,chair,chair,chair,3.2077898762595223,0.8933649289099526,0.0,0.0007466117944476655,0.9992664955321915,1.169960842160689e-06
92,data/RawData/303_18_5_6_1_chair.txt,303,18,5,6,1,chair,chair,chair,3.2050634082870997,0.8921800947867299,0.0,0.00012342243731576952,0.9998914994559962,1.2314194634946678e-06
93,data/RawData/204_18_0_1_1_chair.txt,204,18,0,1,1,chair,chair,chair,3.2005608758073425,0.8909952606635071,0.0,0.0077456868222213465,0.9922729998065672,1.0964533908509222e-06
94,data/RawData/204_18_3_26_2_chair.txt,204,18,3,26,2,chair,chair,chair,3.184847205337186,0.8898104265402843,0.0,0.006050247594229268,0.9939607679784587,1.2423589521303644e-06
95,data/RawData/206_18_1_6_1_chair.txt,206,18,1,6,1,chair,chair,chair,3.125642052762465,0.8886255924170616,0.0,0.0040195370910005,0.9959850588549398,1.1833052474410924e-06
96,data/RawData/204_18_2_33_2_chair.txt,204,18,2,33,2,chair,chair,chair,3.0634212233961846,0.8874407582938388,0.0,0.0,1.0085878895918607,1.0887219760714035e-06
97,data/RawData/204_18_0_6_1_chair.txt,204,18,0,6,1,chair,chair,chair,3.042197100500418,0.8862559241706162,0.0,0.008200293508879845,0.9918132793397348,1.2497343948830163e-06
98,data/RawData/107_18_0_9_1_chair.txt,107,18,0,9,1,chair,chair,chair,3.0001081039456783,0.8850710900473934,0.0,0.0019638738606619164,0.9980522343389185,1.212326448729721e-06
99,data/RawData/204_18_3_47_1_chair.txt,204,18,3,47,1,chair,chair,chair,2.9764861097996347,0.8838862559241706,0.0,0.007731511407743092,0.9922930844578006,9.850598975571111e-07
100,data/RawData/107_18_6_9_1_chair.txt,107,18,6,9,1,chair,chair,chair,2.973006608245205,0.8827014218009479,2.537309272908125e-05,0.0,1.0061147993901758,7.518694846770003e-07
101,data/RawData/204_18_2_38_2_chair.txt,204,18,2,38,2,chair,chair,chair,2.907799201275406,0.8815165876777251,0.0,0.0,1.0296943112680081,7.785059512186484e-07
102,data/RawData/206_18_6_3_1_chair.txt,206,18,6,3,1,chair,chair,chair,2.8856750928265473,0.8803317535545023,0.0,0.0,1.0340200519759892,8.885452373736086e-07
103,data/RawData/304_18_1_1_1_chair.txt,304,18,1,1,1,chair,chair,chair,2.8821596173015465,0.8791469194312796,0.0,0.011652815778400822,0.9883620743697764,1.1287330436109687e-06
104,data/RawData/204_18_2_28_2_chair.txt,204,18,2,28,2,chair,chair,chair,2.839725165014136,0.8779620853080569,0.0,0.0030848892773098916,0.996921075936976,1.2986272142174274e-06
105,data/RawData/204_18_2_42_2_chair.txt,204,18,2,42,2,chair,chair,chair,2.8110439583767466,0.8767772511848341,0.0,0.005311494575069323,0.9946951294729149,1.3685553609730244e-06
106,data/RawData/204_18_3_39_2_chair.txt,204,18,3,39,2,chair,chair,chair,2.7617004278128507,0.8755924170616114,0.0,0.008063235753509765,0.9919372062221936,1.2451155178102035e-06
107,data/RawData/204_18_2_20_2_chair.txt,204,18,2,20,2,chair,chair,chair,2.7471782404095793,0.8744075829383886,0.0,0.004542577390494504,0.9954689460759583,1.3118203641456914e-06
108,data/RawData/305_18_6_4_1_chair.txt,305,18,6,4,1,chair,chair,chair,2.741185850741191,0.8732227488151659,0.0,0.0,1.012242069159897,8.36370738185607e-07
109,data/RawData/204_18_2_27_2_chair.txt,204,18,2,27,2,chair,chair,chair,2.740899783473843,0.8720379146919431,0.0,0.0,1.0211988574473145,1.1450112792792636e-06
110,data/RawData/107_18_0_10_1_chair.txt,107,18,0,10,1,chair,chair,chair,2.725224562995726,0.8708530805687204,0.0,0.007677545147440137,0.9923329018263278,1.5076810311747055e-06
111,data/RawData/204_18_3_12_2_chair.txt,204,18,3,12,2,chair,chair,chair,2.7044463920984194,0.8696682464454977,0.0,0.0,1.0272078152314421,9.966336505451002e-07
112,data/RawData/304_18_2_2_1_chair.txt,304,18,2,2,1,chair,chair,chair,2.6945940313192396,0.8684834123222749,4.50479700241419e-09,0.009747574349678325,0.9902513675317748,1.0536133788111257e-06
113,data/RawData/103_18_6_8_1_chair.txt,103,18,6,8,1,chair,chair,chair,2.6865246350856866,0.8672985781990521,0.0,0.012295409681118714,0.9877267829701813,9.971633708097513e-07
114,data/RawData/204_18_3_33_2_chair.txt,204,18,3,33,2,chair,chair,chair,2.670907998876672,0.8661137440758294,0.0,0.0,1.0180332180692693,1.0461934177762241e-06
115,data/RawData/304_18_6_3_1_chair.txt,304,18,6,3,1,chair,chair,chair,2.6150884230999187,0.8649289099526066,0.0,0.0,1.019221538636062,1.067888061179433e-06
116,data/RawData/305_18_6_6_1_chair.txt,305,18,6,6,1,chair,chair,chair,2.6081916955471285,0.8637440758293838,0.0,0.002923151877999929,0.9970763677436917,1.0890766960773845e-06
117,data/RawData/304_18_4_3_1_chair.txt,304,18,4,3,1,chair,chair,chair,2.5947920794145367,0.8625592417061612,1.968249289753704e-06,0.0,1.0027875260557662,1.206261591098963e-06
118,data/RawData/204_18_2_31_2_chair.txt,204,18,2,31,2,chair,chair,chair,2.5939237340449286,0.8613744075829384,0.0,0.008988817228828985,0.9910295461483222,1.0190733969716895e-06
119,data/RawData/102_18_6_7_1_chair.txt,102,18,6,7,1,chair,chair,chair,2.5935337021930525,0.8601895734597157,9.87099686555496e-06,0.0,1.0095878802160172,1.0421967439483064e-06
120,data/RawData/105_18_4_9_1_chair.txt,105,18,4,9,1,chair,chair,chair,2.5802292771370436,0.8590047393364929,0.0,0.0070711386303314045,0.9929437825491209,1.5599088777759243e-06
121,data/RawData/102_18_4_9_1_chair.txt,102,18,4,9,1,chair,chair,chair,2.5685105366737004,0.8578199052132701,0.0,0.00700543234489066,0.9930144607383617,1.4562887546405107e-06
122,data/RawData/304_18_4_7_1_chair.txt,304,18,4,7,1,chair,chair,chair,2.52123304226682,0.8566350710900474,0.0,0.008588599592120173,0.991433937584877,1.3612609293293574e-06
123,data/RawData/206_18_3_16_2_chair.txt,206,18,3,16,2,chair,chair,chair,2.48394160943588,0.8554502369668247,0.0,0.0,1.0325090409870008,1.2317623531947256e-06
124,data/RawData/303_18_6_2_1_chair.txt,303,18,6,2,1,chair,chair,chair,2.4535345297014968,0.8542654028436019,0.0,0.003943683707156053,0.9960686132034074,1.366505831607611e-06
125,data/RawData/206_18_3_14_2_chair.txt,206,18,3,14,2,chair,chair,chair,2.407130366271764,0.8530805687203792,0.00016365220718822399,0.01964343162840574,0.9801913328108538,1.5833531368929415e-06
126,data/RawData/204_18_3_34_2_chair.txt,204,18,3,34,2,chair,chair,chair,2.4058112950222204,0.8518957345971564,0.0,0.007707392216916294,0.9923084045488887,1.6160039593151745e-06
127,data/RawData/107_18_4_8_1_chair.txt,107,18,4,8,1,chair,chair,chair,2.3646315603492285,0.8507109004739336,0.0,0.006350357985808458,0.9936545730590362,1.5566139396942967e-06
128,data/RawData/206_18_3_1_2_chair.txt,206,18,3,1,2,chair,chair,chair,2.341645209659332,0.8495260663507109,0.0,0.0018914230851049115,0.9981093866043595,1.743836784745639e-06
129,data/RawData/303_18_6_3_1_chair.txt,303,18,6,3,1,chair,chair,chair,2.3290974861150517,0.8483412322274881,0.0,0.0,1.0165764265896657,1.1028299952979516e-06
130,data/RawData/302_18_6_2_1_chair.txt,302,18,6,2,1,chair,chair,chair,2.31685594116219,0.8471563981042654,0.0,0.026288977189941654,0.9737270108483537,1.1457033945432811e-06
131,data/RawData/103_18_6_10_1_chair.txt,103,18,6,10,1,chair,chair,chair,2.2919561013769902,0.8459715639810427,0.0,0.011615636709061157,0.9884060967113646,1.2337092998632957e-06
132,data/RawData/206_18_4_14_2_chair.txt,206,18,4,14,2,chair,chair,chair,2.2638490276867884,0.8447867298578199,0.0,0.0,1.00226516233249,1.1918791228271673e-06
133,data/RawData/204_18_3_38_2_chair.txt,204,18,3,38,2,chair,chair,chair,2.2462949929009355,0.8436018957345972,0.0,0.0,1.0365268100998524,1.4117472537420724e-06
134,data/RawData/206_18_0_5_1_chair.txt,206,18,0,5,1,chair,chair,chair,2.225751376568729,0.8424170616113744,0.0,0.006434409242735901,0.9935770803774272,1.940689007226072e-06
135,data/RawData/103_18_6_11_1_chair.txt,103,18,6,11,1,chair,chair,chair,2.2218185081541644,0.8412322274881516,4.0642715925071994e-05,0.0,1.0207431684043562,1.4401780112429555e-06
136,data/RawData/107_18_4_11_1_chair.txt,107,18,4,11,1,chair,chair,chair,2.2057633166232904,0.840047393364929,0.0,0.0,1.0009908240314744,1.8113877384117833e-06
137,data/RawData/204_18_3_50_1_chair.txt,204,18,3,50,1,chair,chair,chair,2.1910901369614493,0.8388625592417062,0.0,0.001115676108192109,0.9988957718924593,1.4928141101036405e-06
138,data/RawData/206_18_0_2_1_chair.txt,206,18,0,2,1,chair,chair,chair,2.155910942550453,0.8376777251184834,0.0,0.0032006618751407438,0.996807920971968,2.0830587638167655e-06
139,data/RawData/105_18_1_10_1_chair.txt,105,18,1,10,1,chair,chair,chair,2.1313370197976917,0.8364928909952607,0.0,0.004929862374776998,0.9950906109818984,1.9460913229888537e-06
140,data/RawData/105_18_1_12_1_chair.txt,105,18,1,12,1,chair,chair,chair,2.129620579131168,0.8353080568720379,0.0,0.004014892099778273,0.9959983569309145,2.1656563556169073e-06
141,data/RawData/303_18_6_5_1_chair.txt,303,18,6,5,1,chair,chair,chair,2.1283888597770666,0.8341232227488151,0.0,0.001462117689331338,0.9985503454461949,1.5402947729774838e-06
142,data/RawData/305_18_4_5_1_chair.txt,305,18,4,5,1,chair,chair,chair,2.108812473008544,0.8329383886255924,0.0,0.0,1.001871517930791,1.9525065069780986e-06
143,data/RawData/102_18_6_8_1_chair.txt,102,18,6,8,1,chair,chair,chair,2.0940361618166397,0.8317535545023697,0.00013053807589918971,0.0,1.0178496653201035,1.5637251589552911e-06
144,data/RawData/304_18_5_1_1_chair.txt,304,18,5,1,1,chair,chair,chair,2.0785433173733376,0.830568720379147,0.0,0.0,1.0053678326253004,1.6798152514782752e-06
145,data/RawData/204_18_8_3_2_chair.txt,204,18,8,3,2,chair,chair,chair,1.9274285746369764,0.8293838862559242,1.3491517486645801e-05,0.001249003253298315,0.9987345070409736,2.998187722547984e-06
146,data/RawData/204_18_3_27_2_chair.txt,204,18,3,27,2,chair,chair,chair,1.9154938472573502,0.8281990521327014,0.0,0.004933148103111662,0.9950825447201491,2.159632978724099e-06
147,data/RawData/103_18_6_9_1_chair.txt,103,18,6,9,1,chair,chair,chair,1.9065115836879984,0.8270142180094787,0.0,0.014498626869405354,0.9855299864238254,1.67192678770833e-06
148,data/RawData/204_18_2_21_2_chair.txt,204,18,2,21,2,chair,chair,chair,1.8113649858074972,0.8258293838862559,4.64397282805668e-05,0.0,1.0121161072929215,2.2633227091307744e-06
149,data/RawData/302_18_6_4_1_chair.txt,302,18,6,4,1,chair,chair,chair,1.7896639444577953,0.8246445497630331,1.0567662350255118e-05,0.0,1.004971337045554,1.8686439514787374e-06
150,data/RawData/105_18_4_11_1_chair.txt,105,18,4,11,1,chair,chair,chair,1.686902887592088,0.8234597156398105,5.0059858072396255e-06,0.0,1.002234562064209,2.4797443522678023e-06
