path,subject_id,date_id,gesture,repetition,correctness,posture,speed_mean,speed_std,speed_range,accel_mean,accel_std,accel_range,jerk_mean,jerk_std,jerk_range,smoothness_mean,smoothness_std,smoothness_range,n_frames
data/RawData/101_18_1_2_1_stand.txt,101,18,1,2,1,stand,0.010857919604366198,0.004890172231634942,0.021314327688353212,0.10268021672000163,0.054487899232025766,0.2566263785889978,2.3225250862671762,1.1469095434480925,5.3241696339242175,0.27887651120779305,0.0,0.0,57
data/RawData/101_18_1_3_1_stand.txt,101,18,1,3,1,stand,0.011500771158300891,0.006053932311618635,0.022957880908422556,0.12018409528035383,0.06924055133747278,0.33168110765124914,2.717053142483595,1.7471971932935528,8.549785584593279,0.23676598524159992,0.0,0.0,70
data/RawData/101_18_1_4_1_stand.txt,101,18,1,4,1,stand,0.011977299232585165,0.006293650685179096,0.027714273419927153,0.10532223720399372,0.05978366140987299,0.26526970713322146,2.1853263643223504,1.4276537116362178,7.241408907747406,0.27743772058274324,0.0,0.0,66
data/RawData/101_18_1_5_1_stand.txt,101,18,1,5,1,stand,0.012765741927980035,0.006054528571006799,0.03046363207834644,0.11436035848442169,0.07988523974530119,0.4198638725034432,2.57160072595189,2.020019698773805,11.066159643501575,0.2346696590635278,0.0,0.0,71
data/RawData/101_18_1_6_1_stand.txt,101,18,1,6,1,stand,0.01298749013694313,0.006534839144864347,0.028378940300481437,0.1225265221802494,0.09275460783420593,0.6351168052065223,3.0038566390670387,2.200288575457913,12.08418150741943,0.21211354251677159,0.0,0.0,72
data/RawData/101_18_1_7_1_stand.txt,101,18,1,7,1,stand,0.010217994302529902,0.004472275976743074,0.016888766268235232,0.07923325217928928,0.03770743707538535,0.19729947203349074,1.7421476571199377,0.8400270795233558,4.319270967589238,0.34112376675550016,0.0,0.0,70
data/RawData/101_18_1_8_1_chair.txt,101,18,1,8,1,chair,0.013998632777210609,0.010002601581630828,0.06322580084808815,0.25162092046907275,0.1797636156138792,0.9054192321475014,6.5482561472987975,4.5164457407102505,25.678265016270736,0.11189236588115235,0.0,0.0,73
data/RawData/101_18_1_9_1_chair.txt,101,18,1,9,1,chair,0.010650442192086931,0.00720280559324275,0.03789799982452765,0.21524743823206074,0.15646196882618632,1.070221571304978,5.3409378860548,3.724209192737949,22.293419152996663,0.13339804413436557,0.0,0.0,72
data/RawData/101_18_2_10_1_chair.txt,101,18,2,10,1,chair,0.03170571677484955,0.021225659701305452,0.1017507189839103,0.4410630512342407,0.3565381689699632,1.7367805980896998,10.947157134808162,8.63041531018557,40.42829853691001,0.0670755603549928,0.0,0.0,85
data/RawData/101_18_2_11_1_chair.txt,101,18,2,11,1,chair,0.029446240102396694,0.015764879482266583,0.07757134416914123,0.4168423540632335,0.2166624623971302,0.9335945874941556,10.613457627429344,5.467939973533778,23.48309425892637,0.07737283267417175,0.0,0.0,85
data/RawData/101_18_2_12_1_chair.txt,101,18,2,12,1,chair,0.04001133088718046,0.025476918266915942,0.12783145180081573,0.6110240063691376,0.45064615549671516,2.1154424055285195,15.624059616844885,11.345793028865646,46.29326503781122,0.04933130418099567,0.0,0.0,88
data/RawData/101_18_2_1_1_stand.txt,101,18,2,1,1,stand,0.04690538294437403,0.03778402749838402,0.13459949465932675,0.3206245771526931,0.23663244731155852,1.1179923538967935,6.583673392299785,4.625278556338012,22.244655570324447,0.11077258335896947,0.0,0.0,72
data/RawData/101_18_2_2_1_stand.txt,101,18,2,2,1,stand,0.03572050150044889,0.027283692509015346,0.13727604182628067,0.2813981550593822,0.24112048038941603,1.4987677773523136,6.405083595119209,5.482426398645368,33.98198829622569,0.10626421073705795,0.0,0.0,87
data/RawData/101_18_2_3_1_stand.txt,101,18,2,3,1,stand,0.04857177780154299,0.042893379877005075,0.16125715801826568,0.3973480793240957,0.38698527772644037,1.685311370956551,8.919885131659708,10.189747070235342,47.72455713617629,0.06898151564494188,0.0,0.0,84
data/RawData/101_18_2_4_1_stand.txt,101,18,2,4,1,stand,0.034890718464946735,0.025504286196074446,0.11618823909211867,0.31838019177726257,0.24109729929373566,1.4518162583129532,7.277431652703433,6.1217306451969025,36.996064715487734,0.0953336005556296,0.0,0.0,97
data/RawData/101_18_2_5_1_stand.txt,101,18,2,5,1,stand,0.03800945752927787,0.03335926337510804,0.16955445831833757,0.3273772842558637,0.35683552945476227,1.9808113004798145,7.530807167320642,8.538109045806225,47.81528880113704,0.08095408492564687,0.0,0.0,100
data/RawData/101_18_2_6_1_stand.txt,101,18,2,6,1,stand,0.03970495108149825,0.028357338309389205,0.11681364703461615,0.26924827384972455,0.18219103143112417,0.9979215940503483,5.751441099930503,4.009132740964318,22.158333928645177,0.12502944219202836,0.0,0.0,90
data/RawData/101_18_2_7_1_chair.txt,101,18,2,7,1,chair,0.04162685741179078,0.030200948689102745,0.15477734050898542,0.6378490313434763,0.44609650284872715,1.954607565342484,16.45342464974856,10.644261000803105,53.609520407999156,0.04862352509064474,0.0,0.0,96
data/RawData/101_18_2_8_1_chair.txt,101,18,2,8,1,chair,0.03927401563967321,0.023959121106483964,0.09971066716607489,0.5805532235233185,0.44173924245403434,1.7535699679617678,14.853160344803836,11.467948952551774,47.165173396342844,0.05070954419939436,0.0,0.0,78
data/RawData/101_18_2_9_1_chair.txt,101,18,2,9,1,chair,0.04673667631150671,0.03334671187089206,0.18971128415256228,0.7329861415264488,0.5619014318257175,3.099088227900163,18.13346340568822,13.521994114037984,82.80985722659558,0.04243009351693837,0.0,0.0,78
data/RawData/101_18_3_10_1_chair.txt,101,18,3,10,1,chair,0.034720260481384574,0.01897973596092883,0.12134895714961538,0.4840230172397978,0.40364351565515977,2.2280734415992085,11.147096460622699,7.7391595057016564,34.737174302982886,0.06875551948059118,0.0,0.0,85
data/RawData/101_18_3_11_1_chair.txt,101,18,3,11,1,chair,0.029360885265933008,0.0151800550222598,0.07666133144507546,0.36609886429761623,0.19176993396246947,1.0631428202493343,9.069409412841622,4.927738079673551,23.26998911105159,0.08842837101411616,0.0,0.0,90
data/RawData/101_18_3_12_1_chair.txt,101,18,3,12,1,chair,0.03418798293343425,0.014689643948884019,0.0660228705378927,0.3945007607190455,0.24674161120571303,1.1048029348587973,9.935546962105093,5.772107053651683,25.571413582274698,0.08016645767685124,0.0,0.0,88
data/RawData/101_18_3_1_1_stand.txt,101,18,3,1,1,stand,0.036022471419343456,0.022050862390557046,0.11649944651843197,0.2617378042713677,0.20946716539790688,1.225633881921033,5.658991229345178,5.475096514213654,33.73235724138069,0.11297687142084414,0.0,0.0,84
data/RawData/101_18_3_2_1_stand.txt,101,18,3,2,1,stand,0.04621720010871391,0.036969373233739215,0.1466045482526786,0.3341292604626503,0.2533848367145048,1.3374059658029516,7.067706544597272,5.622084425299474,26.049393748184006,0.09989074116053862,0.0,0.0,87
data/RawData/101_18_3_3_1_stand.txt,101,18,3,3,1,stand,0.038700799844732243,0.018237022510043638,0.07277927421105622,0.2153436145340987,0.11527381750533303,0.5703001071778097,4.311076342292391,2.581044879890238,12.920447594944024,0.16620245213357762,0.0,0.0,84
data/RawData/101_18_3_4_1_stand.txt,101,18,3,4,1,stand,0.04041994573916644,0.027010133320453843,0.10974486409831027,0.32169750737567687,0.2608130970676867,1.3727726807293479,7.583173349408552,6.671511415457186,32.185086846882584,0.09029733405848923,0.0,0.0,86
data/RawData/101_18_3_5_1_stand.txt,101,18,3,5,1,stand,0.03760939016809661,0.022554127859470415,0.11784368937115738,0.29190202250248226,0.2597731448949063,1.363797971142549,6.764018988190173,6.365475337796489,35.539064997070945,0.09743620687436948,0.0,0.0,87
data/RawData/101_18_3_6_1_stand.txt,101,18,3,6,1,stand,0.03583132779126975,0.02108451614694632,0.11228235797428127,0.2798440604472589,0.24335986875688248,1.348351967332453,6.380143810372317,6.124417141161367,29.348989661526353,0.10182440074959064,0.0,0.0,92
data/RawData/101_18_3_7_1_chair.txt,101,18,3,7,1,chair,0.03082673927368072,0.013995438375526092,0.05801643165637445,0.3314958987309503,0.14144080498831396,0.5306257263245202,7.946184617952326,3.504519003612514,15.179948421244411,0.1033480287388539,0.0,0.0,82
data/RawData/101_18_3_8_1_chair.txt,101,18,3,8,1,chair,0.03439735707946412,0.019976936067754317,0.11099133275075736,0.4966315343676265,0.4797526079171502,2.8037807402441475,13.068559526895383,12.641312558475956,77.10064237679296,0.05227461488281305,0.0,0.0,84
data/RawData/101_18_3_9_1_chair.txt,101,18,3,9,1,chair,0.03695309591150492,0.022176904115020685,0.14510570445972787,0.45611795117839676,0.34081381564167945,1.9660232838921088,10.6219740377736,6.896376435150779,32.18059091582658,0.07329888893472238,0.0,0.0,87
data/RawData/101_18_4_10_1_chair.txt,101,18,4,10,1,chair,0.03826905837869513,0.024659421749880672,0.10377947954485556,0.5049065385372528,0.29996205338160775,1.4144739382403253,12.795163008000833,7.385553342295482,34.15962369545156,0.06349319776548903,0.0,0.0,77
data/RawData/101_18_4_11_2_stand.txt,101,18,4,11,2,stand,0.01804304994597904,0.01127216805639314,0.035908152714393696,0.13336847365415713,0.06916553162403426,0.315091070193497,2.92701795368149,1.6391321589546202,7.656577623342164,0.22995144358026479,0.0,0.0,67
data/RawData/101_18_4_12_1_chair.txt,101,18,4,12,1,chair,0.03616820131397536,0.032098463030881055,0.1706835018246241,0.5921473501892152,0.6301964600161168,4.109941572906423,15.07718380534397,15.758750674853792,91.91432097284743,0.04390310067077276,0.0,0.0,177
data/RawData/101_18_4_1_1_stand.txt,101,18,4,1,1,stand,0.031244563294318392,0.018445680806632385,0.07616319475418226,0.17884437559810898,0.10721474212407683,0.5467888834186063,3.4400265294729544,1.9671737376485938,9.805029099672108,0.2017724946075588,0.0,0.0,73
data/RawData/101_18_4_2_1_stand.txt,101,18,4,2,1,stand,0.03490263808933362,0.01870059390737106,0.08518204560623571,0.2331868800998883,0.14913468783625683,0.6911730108383827,4.590048363147441,3.6948911752228986,19.720762570181574,0.1454314046549681,0.0,0.0,71
data/RawData/101_18_4_3_1_stand.txt,101,18,4,3,1,stand,0.03089338073444098,0.018807455059686676,0.08414248958041018,0.2018995178766474,0.1224202779371678,0.5593635965738508,4.118082198167267,2.886261080702399,16.78301920195791,0.16617447223296705,0.0,0.0,75
data/RawData/101_18_4_4_1_stand.txt,101,18,4,4,1,stand,0.038237337964725955,0.016516193733676143,0.07482020915801416,0.22108144850239367,0.11458246238857717,0.5764688478903023,4.11414028688818,2.4578045853682977,10.491601083533844,0.17292582679853885,0.0,0.0,66
data/RawData/101_18_4_5_1_stand.txt,101,18,4,5,1,stand,0.03410136901387877,0.01885145873048154,0.08083906679439225,0.21338069641468851,0.12555632234883438,0.6670837233211226,4.389853334546717,2.2318569009030145,9.663154076164785,0.16899609020667639,0.0,0.0,69
data/RawData/101_18_4_6_1_chair.txt,101,18,4,6,1,chair,0.03962374400413512,0.024378251190359225,0.11580327704225604,0.5187859377194687,0.35264172916335335,1.814823178148466,12.291533530205923,8.761761214077193,38.97842639390728,0.06225377431441394,0.0,0.0,81
data/RawData/101_18_4_7_1_chair.txt,101,18,4,7,1,chair,0.03592787083906432,0.02496824437115842,0.10731877409323005,0.546766860691338,0.32887005773523487,1.2656966720588472,13.14939187742621,8.280225640219738,34.36138430491451,0.06056200920641395,0.0,0.0,81
data/RawData/101_18_4_8_1_chair.txt,101,18,4,8,1,chair,0.027363564082717957,0.01903276160114368,0.10439141112280408,0.37302340299088177,0.29926675149491355,1.3580034775802183,9.143337036366136,7.848789883969989,35.36818304923421,0.0768072860782185,0.0,0.0,84
data/RawData/101_18_4_9_1_chair.txt,101,18,4,9,1,chair,0.030657459566057626,0.020494706109783125,0.10456615973985585,0.4294796744051592,0.30380700701201857,1.3381159444344173,10.804322408611812,7.697119132037384,38.97131106538967,0.07024111337454955,0.0,0.0,77
data/RawData/101_18_5_10_1_chair.txt,101,18,5,10,1,chair,0.030625293225592813,0.012517211029936274,0.06570612304510821,0.33119018710963827,0.17662312467197105,0.9408947675725313,8.365180899189404,4.323446990076965,23.78928490205667,0.0961156690502105,0.0,0.0,81
data/RawData/101_18_5_11_1_chair.txt,101,18,5,11,1,chair,0.0358606824105551,0.019199993262668427,0.09336691300742274,0.46147737300702796,0.3217696640300634,1.5799444482397405,11.5176536539818,8.038501898027386,39.797265892413364,0.06657988505983903,0.0,0.0,89
data/RawData/101_18_5_12_1_chair.txt,101,18,5,12,1,chair,0.04133722794923027,0.021785336388309116,0.0998206464136941,0.6150337061862633,0.4367495748399168,2.5568284476708696,15.391185777038517,11.365498389746975,53.8660409829705,0.04977089944662628,0.0,0.0,83
data/RawData/101_18_5_13_1_chair.txt,101,18,5,13,1,chair,0.0397672434359321,0.018622694598398836,0.08742379373413976,0.5046052029640743,0.30042923356341283,1.5691595461853052,12.622723295869916,7.582619428742249,39.84294244533494,0.06369804250043658,0.0,0.0,75
data/RawData/101_18_5_1_1_stand.txt,101,18,5,1,1,stand,0.036098752645121336,0.019230859220478104,0.08896304085911072,0.1997861092634832,0.16198572195546557,1.1422271344772748,4.00707017893268,3.048886021580994,21.005799707116037,0.16598923532679796,0.0,0.0,87
data/RawData/101_18_5_2_1_stand.txt,101,18,5,2,1,stand,0.02806116087988981,0.016914679213175236,0.08295928906837721,0.21230861010521496,0.1442698465442452,0.9074865978847525,4.549331504182649,4.132106393989912,21.95967867671566,0.1402796961544994,0.0,0.0,81
data/RawData/101_18_5_3_1_stand.txt,101,18,5,3,1,stand,0.0327021926762987,0.016987250709684744,0.06803149707204013,0.20157374028742872,0.10646981643009107,0.508367435599423,4.2230908598425065,2.083429234919246,10.272959153974075,0.17533105406997715,0.0,0.0,83
data/RawData/101_18_5_4_1_stand.txt,101,18,5,4,1,stand,0.03346162383466937,0.017936808818598705,0.0740449426283066,0.2085235491131916,0.11458360056125137,0.777465577281116,4.465140377815812,3.092951288688521,16.68771273897113,0.15575610501573642,0.0,0.0,77
data/RawData/101_18_5_5_1_stand.txt,101,18,5,5,1,stand,0.033648404059668666,0.01594974672047161,0.06766274992311028,0.19855811820948535,0.10642157539229896,0.491851252228834,4.161273460703279,2.8299042123050007,14.109098521425631,0.16602773363759102,0.0,0.0,86
data/RawData/101_18_5_6_1_stand.txt,101,18,5,6,1,stand,0.029456900170319354,0.011311104315066647,0.04766882057807516,0.1850709582228752,0.10017290177495387,0.574853749892857,4.064535566154469,2.836454336658329,14.983590366037147,0.16812793971695109,0.0,0.0,95
data/RawData/101_18_5_7_2_stand.txt,101,18,5,7,2,stand,0.017072857738984544,0.009863258816446426,0.036477656422992735,0.11060859581878371,0.060054711271779214,0.2465345973718048,1.9165150651536358,0.9689044529119188,3.838184250796673,0.31826454152221884,0.0,0.0,40
data/RawData/101_18_5_8_1_chair.txt,101,18,5,8,1,chair,0.037186743038374936,0.01824717733076021,0.1203440829874783,0.48783825556166344,0.3285673380200656,1.9148314687208354,12.247687353879966,8.08035419095342,53.59730064665322,0.06391326253961915,0.0,0.0,83
data/RawData/101_18_5_9_1_chair.txt,101,18,5,9,1,chair,0.03550789437320466,0.01588090651397236,0.09569220743535392,0.455163387938426,0.2804734426268048,1.5718102043226923,11.018519778017524,7.658908129963412,45.291551258865624,0.0694820303041612,0.0,0.0,82
data/RawData/101_18_6_10_1_chair.txt,101,18,6,10,1,chair,0.1502621568664981,0.20079565565891663,1.3239026290519156,2.721169849154262,4.284720760730182,30.016413341433417,66.8181856444423,106.5626327534244,736.7755374835842,0.007920246631165273,0.0,0.0,87
data/RawData/101_18_6_11_1_chair.txt,101,18,6,11,1,chair,0.13951851377483412,0.1520127755270489,0.7950481278455481,2.405810636112233,3.27115312850638,15.60692166297996,60.58328641822224,79.83500565184514,441.91323490777677,0.00991853882433274,0.0,0.0,80
data/RawData/101_18_6_12_1_chair.txt,101,18,6,12,1,chair,0.17114759280232722,0.2522515646546595,1.2277199921423785,3.562318715489051,5.998236783246184,33.9024251374604,96.38998014853982,154.2448163504701,780.5680182940349,0.005492496876464016,0.0,0.0,80
data/RawData/101_18_6_1_1_stand.txt,101,18,6,1,1,stand,0.18051443474475376,0.2541050084607046,0.9081508664711386,4.3037538132987185,5.592877367226736,25.297031190184956,116.0672645997267,143.86724510708152,574.045896649152,0.005396655285471298,0.0,0.0,102
data/RawData/101_18_6_2_1_stand.txt,101,18,6,2,1,stand,0.28250109290070424,0.33809042328321404,1.351955728714645,6.839721208316313,7.607644347493733,31.315463155198316,182.51636228741256,193.37740127213422,764.9690854477197,0.003757749604548745,0.0,0.0,89
data/RawData/101_18_6_3_1_stand.txt,101,18,6,3,1,stand,0.2500175231347097,0.30359529390744683,1.1668739695825792,6.150109445888758,6.867222300937058,28.214853408113935,164.57039916744003,186.81348841739663,750.7141523445806,0.004011418224672934,0.0,0.0,104
data/RawData/101_18_6_4_1_stand.txt,101,18,6,4,1,stand,0.28417495991805564,0.3529176300724841,1.4662167185135095,6.448874150478178,7.6754250512725095,31.614029438769187,173.15545258072424,198.27527675106865,858.2621443696647,0.0037961002526948956,0.0,0.0,92
data/RawData/101_18_6_5_1_stand.txt,101,18,6,5,1,stand,0.3133546958826422,0.3742229315943098,1.3433451208122964,8.074931865540202,9.2482023155051,34.2635497646818,223.30558197675987,250.65210044403622,904.7247101520965,0.002977930347391319,0.0,0.0,105
data/RawData/101_18_6_6_1_stand.txt,101,18,6,6,1,stand,0.2856615390576358,0.321255805780564,0.9361680353546654,7.000149392426384,7.250859547541677,25.873278157998882,192.2321811471302,187.13502777082473,771.0990338983848,0.0037253886893130433,0.0,0.0,77
data/RawData/101_18_6_7_1_chair.txt,101,18,6,7,1,chair,0.14970133141052397,0.21772233505863445,1.3443082093098186,3.0884462387562657,5.199662132639484,35.69468552792541,77.26663976783752,139.35814931338837,834.3557483904078,0.0062603909277316955,0.0,0.0,100
data/RawData/101_18_6_8_1_chair.txt,101,18,6,8,1,chair,0.14465376168564717,0.1862433401139989,0.8736126377513453,2.913223349899737,3.7983359336779636,18.63482115426618,73.38780949202777,91.91720731826433,419.40044413160035,0.008461559463464236,0.0,0.0,82
data/RawData/101_18_6_9_1_chair.txt,101,18,6,9,1,chair,0.13113491464367197,0.1565653332268966,0.6885354094758148,2.53402762102959,3.1636235833805095,14.998533174894263,63.365824264039915,80.56047357011705,337.32117518368506,0.00969900582062222,0.0,0.0,81
data/RawData/101_18_7_10_1_chair.txt,101,18,7,10,1,chair,0.021594460128072587,0.01226884785774334,0.057931754897910935,0.21805444740189284,0.12092749778650275,0.576952985098156,4.700082927713951,2.647879313756133,15.185083332277365,0.15663817823388895,0.0,0.0,62
data/RawData/101_18_7_11_1_chair.txt,101,18,7,11,1,chair,0.013960262117064217,0.010943060356718737,0.05230157960182023,0.1927691121866691,0.13260380541945793,0.5856000308174715,4.559910026054653,2.8808749835104583,11.094296732183727,0.15668516420184758,0.0,0.0,67
data/RawData/101_18_7_12_1_chair.txt,101,18,7,12,1,chair,0.023563880919236533,0.016364716230790482,0.08414004969312754,0.3189321190552957,0.23676583058928607,1.1019525144330555,7.517615986994347,5.4553300582250905,27.983507072126272,0.09744553144605313,0.0,0.0,61
data/RawData/101_18_7_1_1_stand.txt,101,18,7,1,1,stand,0.06159220453980061,0.04298308696053212,0.1733959263847289,0.3539439984042639,0.1815559731899945,0.6601016359646035,5.924259029655248,2.9426487069250666,12.747433099605095,0.13156348844481988,0.0,0.0,47
data/RawData/101_18_7_2_1_stand.txt,101,18,7,2,1,stand,0.053096007356080235,0.031217868309304144,0.13779314884944896,0.38924034420357373,0.22096358218593143,0.9907463508797099,6.442863551901327,4.440001511002956,24.408555836064142,0.11356204703312364,0.0,0.0,67
data/RawData/101_18_7_3_1_stand.txt,101,18,7,3,1,stand,0.06685208287219017,0.05070696418347012,0.17590264785423892,0.47637045731890004,0.3205170697280736,1.3572258212817563,7.73621456123291,6.2153746420760525,29.915315293583262,0.09180409371204233,0.0,0.0,63
data/RawData/101_18_7_4_1_stand.txt,101,18,7,4,1,stand,0.08879960947142262,0.0708849314273474,0.26816774760108014,0.5118687603027698,0.3407130118510826,1.9103774450202833,6.981387483595884,5.207157864304066,30.942428228847497,0.10319964437514588,0.0,0.0,80
data/RawData/101_18_7_5_1_stand.txt,101,18,7,5,1,stand,0.08370471080178016,0.0734790542686483,0.22800535380987316,0.46288007424605776,0.3873919447444233,1.8645900961838022,7.187882070950518,5.703781271345203,29.428109913200856,0.09851259147992014,0.0,0.0,71
data/RawData/101_18_7_6_1_stand.txt,101,18,7,6,1,stand,0.09486043940819272,0.07816405211893836,0.2524896273143548,0.4804431368715992,0.43089564758569565,1.766839778972373,8.67554476900677,6.983950123647403,29.851475370171737,0.08259753611022937,0.0,0.0,72
data/RawData/101_18_7_7_1_chair.txt,101,18,7,7,1,chair,0.03335176464465411,0.0265184519976058,0.1338039284646697,0.34764905762618215,0.2795506357764126,1.0358986218914465,8.03326030019125,6.718121960194949,30.267022039446722,0.08738088178671947,0.0,0.0,77
data/RawData/101_18_7_8_1_chair.txt,101,18,7,8,1,chair,0.019455301867936273,0.010908347011176683,0.04213372602341762,0.31040447759731765,0.20371662277282213,0.9257571854645719,7.5314331018571625,5.097573539642035,24.075468229353714,0.09928485522940683,0.0,0.0,64
data/RawData/101_18_7_9_1_chair.txt,101,18,7,9,1,chair,0.025441803239504537,0.016382071252661,0.05663772529916191,0.3697609880170217,0.24801530760543744,1.0118994214946417,9.4575067704926,6.178885415026511,24.632241821949094,0.08152070088870679,0.0,0.0,56
data/RawData/101_18_8_10_1_chair.txt,101,18,8,10,1,chair,0.018457394843396518,0.011471225270905591,0.0549490798506999,0.25243325815120315,0.14686363718470416,0.6787487179228805,6.353431756906012,3.466575238745612,16.766647794879564,0.12157999876890131,0.0,0.0,66
data/RawData/101_18_8_11_1_chair.txt,101,18,8,11,1,chair,0.015240827510668057,0.0105065371039138,0.052874045418706654,0.22326294359856586,0.17624867759425658,0.8700846017593493,5.446520076126988,4.3344313750692685,22.73855105987797,0.12590529835294237,0.0,0.0,74
data/RawData/101_18_8_12_1_chair.txt,101,18,8,12,1,chair,0.02028424372914437,0.009875027148859974,0.043055340755215464,0.2124479686031628,0.13059761376158965,0.7179540845364385,4.916394070071402,2.771162457436468,14.198880750912515,0.1507548300525815,0.0,0.0,66
data/RawData/101_18_8_1_1_stand.txt,101,18,8,1,1,stand,0.04731928390364406,0.024735051089049335,0.08959395435659198,0.27566140164832126,0.13796848195101846,0.6162102633087316,5.211238807919899,2.8710357993029763,11.724501904005923,0.1442166164749676,0.0,0.0,44
data/RawData/101_18_8_2_1_stand.txt,101,18,8,2,1,stand,0.04190061193153986,0.02507383491850363,0.09394013035370552,0.30609173417811425,0.175089416262242,0.7839926451942425,6.200392679240647,3.999327091832594,15.898077987695139,0.11956789495899314,0.0,0.0,73
data/RawData/101_18_8_3_1_stand.txt,101,18,8,3,1,stand,0.04594063641033635,0.030751008683723904,0.11492260405385255,0.38444514280100395,0.2532304767826108,1.1274015998558466,7.687104560414344,6.432946006777925,29.467079232905945,0.09101326038315381,0.0,0.0,57
data/RawData/101_18_8_4_1_stand.txt,101,18,8,4,1,stand,0.02879318509860585,0.016030087287515725,0.0611649384822013,0.19538647903835277,0.10957616132744094,0.4725215953541893,4.097258942663648,2.341324932613602,9.40302887898382,0.17510173678525143,0.0,0.0,72
data/RawData/101_18_8_5_1_stand.txt,101,18,8,5,1,stand,0.030275386887469405,0.020624507811310727,0.07441896046384856,0.2477339737170277,0.1361873892366238,0.5354999857880705,4.905307663852012,2.9750150465591516,14.630545127657497,0.14867145884391958,0.0,0.0,72
data/RawData/101_18_8_6_1_stand.txt,101,18,8,6,1,stand,0.07561293959874721,0.059471493573202666,0.20370537885911483,0.45485308811461045,0.2977030622499516,1.4053008657044634,6.977875672013025,5.500437906205987,33.5838233776982,0.10141553058199033,0.0,0.0,69
